項次,分類,原始項次,domain,URL,系統名稱,弱點名稱,弱點描述(英文),弱點描述(中文),修補建議(英文),修補建議(中文),風險等級,參數資訊,標的管理單位,弱點狀態,弱點發現時間,設備種類,檢測日期
346,Unable,119,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E5%B9%AB%E8%80%81%E9%97%86%E5%B9%B4%E7%9C%8116%E8%90%AC%E6%B2%B9%E9%8C%A2%E3%80%8C%E4%BA%9E%E5%A4%AA%E6%9C%80%E5%BC%B7%E9%87%91%E7%89%8C%E5%86%A0%E8%BB%8D%E5%8D%A1%E8%BB%8A%E9%A7%95%E9%A7%9B%E3%80%8D%E6%9B%BE%E6%8C%BA%E8%B1%AA%E5%85%AC%E9%96%8Bpro%E7%B...
參數:幫老闆年省16萬油錢「亞太最強金牌冠軍卡車駕駛」曾挺豪公開pro級省油攻略(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
347,Unable,121,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E5%BE%9E%E6%AD%90%E6%B4%B2%E7%94%9C%E9%BB%9E%E5%88%B0%E5%8F%B0%E5%BC%8F%E9%BA%B5%E5%8C%85%E7%BE%8E%E5%A5%B3%E4%B8%BB%E5%BB%9Alily%E7%B9%9E%E8%91%97%E5%9C%B0%E7%90%83%E5%9C%93%E7%83%98%E7%84%99%E5%A4%A2
參數:從歐洲甜點到台式麵包美女主廚lily繞著地球圓烘焙夢(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
348,Unable,123,https://news.secom.com.tw/,"https://news.secom.com.tw/articles/90%E5%91%A8%E5%B9%B4%E7%B1%B3%E5%A5%87%E6%8E%A7%E5%BF%85%E6%94%B6%E5%A1%97%E9%B4%89%E5%A4%A7%E5%B8%ABbounce%E6%93%8D%E5%88%80%E6%9C%80%E5%80%8B%E6%80%A7mickey%E5%85%AC%E4%BB%94%E7%8E%A9%E5%85%B7%E5%B1%95%E9%99%90%E9%87%8F%E9%96%8B%E6%90%B6
參數:90周年米奇控必收塗鴉大師bounce操刀最個性mickey公仔玩具展限量開搶(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
349,Unable,124,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E4%B8%80%E6%A8%A3%E7%81%AB%E7%81%BD%E5%85%A9%E7%A8%AE%E7%B5%90%E5%B1%80%E6%B6%88%E9%98%B2%E9%81%94%E4%BA%BA%E6%9E%97%E9%87%91%E5%AE%8F%E6%95%99%E4%BD%A04%E5%A4%A7%E8%87%AA%E6%95%91%E5%AE%88%E5%89%87
參數:一樣火災兩種結局消防達人林金宏教你4大自救守則(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
350,Unable,125,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E3%80%8C%E8%8D%89%E6%A0%B9%E5%A5%87%E8%91%A9%E5%BA%97%E9%95%B7%E3%80%8D%E9%98%BF%E6%99%BA%E9%9D%A0%E9%9B%9E%E5%A9%86%E5%80%8B%E6%80%A77%E5%80%8B%E6%9C%88%E5%BE%9E%E5%B7%A5%E8%AE%80%E7%94%9F%E7%9B%B4%E5%8D%87%E5%BA%97%E9%95%B7
參數:「草根奇葩店長」阿智靠雞婆個性7個月從工讀生直升店長(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
351,Unable,128,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E8%8B%B1%E5%9C%8Bfosterpartners%E5%B7%A8%E4%BD%9C%E9%80%B2%E9%A7%90%E5%8D%97%E6%B8%AF%E5%BB%BA%E7%AF%89%E5%A4%A7%E5%B8%AB%E9%82%B1%E7%B6%AD%E7%85%AC%E6%93%8D%E5%88%80%E5%9C%8B%E7%94%A2%E5%BB%BA%E6%9D%90%E4%BC%81%E6%A5%AD%E7%B8%BD%E9%83%A8%E8%AE%8A%E8%B...
參數:英國fosterpartners巨作進駐南港建築大師邱維煬操刀國產建材企業總部變身會呼吸的科技綠建築(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
352,Unable,130,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E4%BB%96%E7%9A%84%E7%A0%82%E7%9F%B3%E8%BB%8A%E5%85%A8%E5%8F%B0%E6%9C%80%E4%BA%AE-%E6%89%93%E8%A0%9F%E5%93%A5%E3%80%8C%E5%B0%8F%E9%9A%BB%E3%80%8D%E6%94%B9%E8%AE%8A%E4%B8%80%E5%80%8B%E8%BB%8A%E9%9A%8A
參數:他的砂石車全台最亮-打蠟哥「小隻」改變一個車隊(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
353,Unable,133,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E8%AE%93%E5%93%A5%E5%90%89%E6%8B%89%E8%BF%B7%E6%9A%B4%E5%8B%95%E7%9A%84%E5%8E%9F%E5%9E%8B%E5%B8%AB%E6%9E%97%E5%87%B1%E6%81%A9%E6%9A%97%E9%BB%91%E7%B3%BB%E6%A8%A1%E5%9E%8B%E7%B4%B0%E7%AF%80%E9%80%BC%E7%9C%9F%E7%8E%A9%E5%AE%B6%E6%BC%8F%E5%A4%9C%E6%8E%92%...
參數:讓哥吉拉迷暴動的原型師林凱恩暗黑系模型細節逼真玩家漏夜排隊也要搶收藏(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
354,Unable,135,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E7%B2%89%E7%B5%B2%E6%9C%9D%E8%81%96%E5%BF%85%E6%8B%8D%E5%A1%97%E9%B4%89%E5%A4%A7%E5%B8%ABbounce%E6%8C%91%E6%88%B0%E9%AB%98%E7%A9%BA%E5%99%B4%E6%BC%86%E4%B8%89%E5%B1%A4%E6%A8%93%E9%AB%98%E8%B6%85%E5%A4%A7%E5%85%AC%E4%BB%94%E7%8F%BE%E8%BA%AB%E5%A4%A7%E5%...
參數:粉絲朝聖必拍塗鴉大師bounce挑戰高空噴漆三層樓高超大公仔現身大園航棧(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
355,Unable,139,https://news.secom.com.tw/,"https://news.secom.com.tw/articles/2021%E5%AE%9C%E8%98%AD%E5%AD%B8%E9%9C%B8%E5%B1%95%E5%AF%A6%E5%8A%9B%E3%80%8C%E6%9E%97%E7%87%88%E6%96%87%E6%95%99%E5%9F%BA%E9%87%91%E6%9C%83%E3%80%8D%E3%80%8C%E4%B8%AD%E4%BF%9D%E6%96%87%E6%95%99%E5%9F%BA%E9%87%91%E6%9C%83%E3%80%8D%E5%85%A9%E5%9F%BA%E9%87...
參數:2021宜蘭學霸展實力「林燈文教基金會」「中保文教基金會」兩基金會聯手贊助果實纍纍(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
356,Unable,141,https://news.secom.com.tw/,"https://news.secom.com.tw/articles/2021%E5%AE%9C%E8%98%AD%E5%AD%B8%E9%9C%B8%E5%B1%95%E5%AF%A6%E5%8A%9B%E5%AE%9C%E8%98%AD%E9%AB%98%E4%B8%AD%E7%B1%83%E7%90%83%E9%9A%8A%E9%87%8D%E8%BF%94hbl%E5%8D%81%E4%BA%8C%E5%BC%B7
參數:2021宜蘭學霸展實力宜蘭高中籃球隊重返hbl十二強(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
357,Unable,145,https://news.secom.com.tw/,"https://news.secom.com.tw/home/articles/%E6%8E%A8%E5%8B%95%E8%90%AC%E4%BA%BA%E5%AD%B8%E6%9C%83cpr%E8%A8%88%E7%95%AB%E6%80%A5%E8%A8%BA%E9%86%AB%E5%B8%AB%E5%BE%90%E5%98%89%E9%B4%BB%E6%80%A5%E6%95%91%E6%95%99%E8%82%B2%E8%A6%81%E5%BE%9E%E5%B0%8F%E5%81%9A%E8%B5%B7
參數:推動萬人學會cpr計畫急診醫師徐嘉鴻急救教育要從小做起(Page)",無限+生活誌,檢查是否有 SRI（子資源完整性）支援,SRI (Subresource Integrity) not supported,不支援 SRI（子資源完整性）,"Add Subresource Integrity to every script/link with source not in your domain
W3C Subresource Integrity:
https://www.w3.org/TR/SRI/
SRI Hash Generator:
https://srihash.org
Sample Script Element Not Supporting SRI:
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
Sample Script Element Supporting SRI:
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
","將「子資源完整性」新增至每一個 Script/鏈結（其原始碼不在您網域中）
W3C 子資源完整性：
https://www.w3.org/TR/SRI/
SRI雜湊生成器：
https://srihash.org
不支援SRI的範例腳本元素：
<script src=""https://example.com/example-framework.js"" crossorigin=""anonymous""></script>
範例劇本元素支援SRI：
<script src=""https://example.com/example-framework.js"" integrity=""sha384-oqVuAfXRKap7fdgcCY5uykM6+R9GqQ8K/uxy9rx7HNQlGYl1kPzQho1wx4JwY8wC"" crossorigin=""anonymous""></script>
",Medium,假設第三方伺服器已受損，網站的內容/行為會變更,中興保全科技股份有限公司,新增弱點,2026/08/20 13:58,伺服器設備,2026/08/20
